transaction_id,account_id,transaction_date,transaction_type,description,transaction_amount,transaction_reference_id,utr_number
8b59db7b-c012-5817-8d80-b481a288ae53,212239b5-63d9-4da6-aa8c-46485e0f8a42,2026-05-20 04:00:25.141841,debit,RTGS - SBIN0000474 - AIRTEL BUSINESS,92494.06,,2JyFWS5yRuBNgyQWSPVnoW1ZAeyDgu4IVn8w39EZ+MXYnIVZLnJG4A==
6a51ca82-2d09-513c-a91a-af572ba8f2b5,34448e78-c3fe-4b5d-be8c-a45a6349b8d4,2026-05-20 04:54:52.760879,debit,UPI-GOOGLE CLOUD INDIA-UTIB0000794-UP2605200000794,51839.25,UP2605200000794,mVj8IiSV2KdqaENvAYVZpDsyBj+vnVE6+ccCWihNZpaZWPwiJJXYpw==
376cd476-4b28-528d-80cf-eaebdab3f6d3,8b0ad8b7-30f1-53d4-9794-a73bfa3e0914,2026-05-20 05:50:10.861502,debit,NEFT - ICIC0000266 - TDS PAYMENT,288644.91,NE2605200000266,
87a1e6e4-24f2-594a-8aa1-6ee8f58b3b92,70e11917-9970-5970-b113-c21780909a5c,2026-05-20 09:46:28.237075,credit,FT - KKBK0000275 - INTEREST CREDIT,1314687.62,FT2605200000275,
038969bd-5941-4d13-ba9f-dda911cc0b4e,6f306737-dfa8-4bf7-8003-be64034b8dea,2026-05-20 09:49:02.000000,debit,FT-RERELI2010000810-RELIANCEDIGITAL RETAIL LTD   SELECT CITY SAKET DELHI,21156.00,1643797818,jhI5nAdyb1qOEjmcB3JvWjC7sDW9ZPtrAllbY+gS/wWLLijTRu8nX6op
c3b8989d-8a41-5088-b6cd-d0d4e28871ca,2d52dda2-d98a-4381-af80-45bdb173860c,2026-05-20 12:13:30.227531,credit,RTGS - CNRB0000758 - CUSTOMER COLLECTION,692350.39,RT2605200000758,b+dPgEVLRjVDyuzj3uTD+mymJ6sif9h0CDbf5bIr811v50+ARUtGNQ==
f83ab3ac-5d5c-5bca-8d96-68c5adaf7696,e767c3c1-3a0d-43b5-b2ff-06f49bdf3de2,2026-05-20 15:42:03.660500,credit,IMPS - KKBK0001077 - NEFT INWARD,149259.67,IM2605200001077,Ni13WzOsNNhRYEYJwwUSv6LFdgrh8yyqkMyX3Q8hmCo2LXdbM6w02A==
d7d75666-4bcb-50b4-965a-4cf5989296ed,6f306737-dfa8-4bf7-8003-be64034b8dea,2026-05-20 16:02:47.566011,debit,UPI-MAKE MY TRIP-HDFC0002019-UP2605200002019,401505.44,UP2605200002019,
e42c3b51-9d97-5b7f-a636-455a7a5767a3,6fce8c8a-c915-571c-b259-2cb24ae02c2a,2026-05-20 16:51:38.170828,debit,IMPS - TMBL0000879 - TDS PAYMENT,280384.18,IM2605200000879,
dc22b749-fe07-5469-bd85-b7bd2ba2b843,342b88ca-0ab5-583f-896b-9692cd7b9978,2026-05-20 18:46:41.163441,debit,CHEQUE DEBIT - RELIANCE DIGITAL RETAIL LTD - INSTRUMENT 00001276,358549.34,CH2605200001276,
0f30e356-fa42-570e-bc72-222542104e12,a6d29e4b-510b-5184-a7f8-097fb2579f10,2026-05-20 21:45:15.662778,debit,IMPS - CNRB0000183 - INDIGO AIRLINES,319279.32,IM2605200000183,
d0981bae-e754-5831-b678-7f78d74f0012,bfbfe347-11d6-48d7-acff-4f091f59d34b,2026-05-21 08:05:24.687832,credit,FT - UBIN0001001 - CHEQUE DEPOSITS,1462775.07,FT2605210001001,JGu5HBOVW4zyy9R/8K4mC3ixti2cu8bo/sD+bHTXhkQka7kcE5VbjA==
5a485e96-49af-5deb-b417-c3118135a400,acfbe204-7541-492c-a352-040aa984bedc,2026-05-21 09:37:26.601572,credit,UPI-IMPS INWARD-HDFC0000014-UP2605210000014,1420410.27,UP2605210000014,MkM0+TzX3E0sWVSztFOTuRvoRA1nxjD/vmiHrkblIjEyQzT5PNfcTQ==
725a6908-a66f-5bb3-b00b-bf2e852bc8c4,1001985c-7a6d-546d-b25d-c2efd2615a62,2026-05-21 11:44:07.222425,debit,UPI-NAVYUG SELECTION-UTIB0000321-UP2605210000321,452214.79,UP2605210000321,EO7GoMIWhqBVKMQhoaZ7+5QPPPRQz1SPvbd3AoZCDhsQ7sagwhaGoA==
a46818a4-8492-5adc-9308-935748c914ee,fcd8273d-738c-5491-a3d3-7b1f90feba61,2026-05-21 14:04:00.456507,credit,IMPS - UBIN0001455 - CUSTOMER COLLECTION,918717.29,IM2605210001455,
7db411b2-5af3-5f65-943d-4310b94cbf08,cef50e75-3fed-5fdf-a79c-260ee521078e,2026-05-21 14:11:02.039703,debit,IMPS - TMBL0000052 - NAVYUG SELECTION,453923.37,IM2605210000052,YrhbDz6e/OORQyOoa4OyQRYFVB6+IR/M8BByMNAIt2JiuFsPPp784w==
2d55a880-4ab4-523c-aeb7-84ee1c1e8dfb,2d52dda2-d98a-4381-af80-45bdb173860c,2026-05-21 15:05:49.878676,debit,FT - CNRB0001004 - ATM CASH WITHDRAWAL,438592.21,FT2605210001004,dKKmU+Bynq5OpV+8hH+xvAUvyWXiZrmbhVDJLtWacSt0oqZT4HKerg==
dab82f88-7793-5a3b-9ea5-cb7262b95d07,6f306737-dfa8-4bf7-8003-be64034b8dea,2026-05-21 15:07:34.021612,debit,CHEQUE DEBIT - AIRTEL BUSINESS - INSTRUMENT 00000922,362238.61,CH2605210000922,bpR6Fe/nkF/YPBsCkSTTqZUHcBT5AXmgU9Dy/aH4badulHoV7+eQXw==
000e4bff-8da0-53f8-82d4-ed8c31b75ec9,ac1a0654-461b-4216-95d1-bbcb9ab6da4e,2026-05-21 16:54:40.144234,debit,RTGS - SBIN0002161 - TDS PAYMENT,231577.83,RT2605210002161,
b05ea819-a85d-5081-bb31-d5659a8d3a35,cef50e75-3fed-5fdf-a79c-260ee521078e,2026-05-21 20:39:34.144195,debit,NEFT - TMBL0000177 - MAKE MY TRIP,59914.75,NE2605210000177,TAX4WGIKs9rnWtqbIoJE6XK0QS+Z2CbZJhKVifLG5O1MBfhYYgqz2g==
83a3997f-588c-5b33-b017-76bac577e0c7,4599b5b3-a025-5b0b-b7ae-9d385c9f0394,2026-05-21 20:40:34.589518,debit,RTGS - ICIC0001681 - AWS INDIA,89144.22,RT2605210001681,TU1t8+5tXDGDvq7i6YNo1r3tf2YKnv3jpFXIq2odjTNNTW3z7m1cMQ==
71b1945c-0b0f-5734-bb7b-8af51a94e773,1ae805be-5614-567c-a87f-410f5e8c930b,2026-05-22 07:01:07.216369,debit,RTGS - CNRB0001218 - SELECTION MOBILE,447341.99,RT2605220001218,pkeuBdwivjS3LdPsZC43T9WpFGWZAiG7jH1asuio5eymR64F3CK+NA==
158aa2bb-24c7-5e36-8312-919709db9390,4599b5b3-a025-5b0b-b7ae-9d385c9f0394,2026-05-22 08:52:19.274409,debit,RTGS - ICIC0000645 - SELECTION MOBILE,169992.09,RT2605220000645,
fb66cc51-c6ce-5f2f-bb44-0fc71f06a9a4,34448e78-c3fe-4b5d-be8c-a45a6349b8d4,2026-05-22 13:08:55.867768,credit,UPI-BAJAJ FINANCE LTD DISBURSEMENT-UTIB0001651-NOREF,10627904.16,,
b27ead99-adea-52b8-be06-a9159c979756,5cecd2c2-f075-4bbd-a08b-b156ca48dc7e,2026-05-22 14:10:19.053169,debit,IMPS - HDFC0001270 - TDS PAYMENT,85919.35,,bjBmTrY6Oc/EbTSx51LvrTfs49BeBn+hWl9P4VBUbWpuMGZOtjo5zw==
e01341f4-1a7b-561e-8749-7034b9f5d50a,6f306737-dfa8-4bf7-8003-be64034b8dea,2026-05-22 15:04:43.229082,debit,IMPS - HDFC0002368 - DELHIVERY,262410.36,IM2605220002368,PqzxEb03TezH/plgYpoHvdL0fcuu6izfR/sJkepOz/8+rPERvTdN7A==
77ffe6f6-5d46-55f1-a3f3-1f5cc1cf0a20,1e4e22ec-4538-52e3-a30c-b5c672183039,2026-05-22 19:18:03.517576,debit,FT - RATN0000855 - MAKE MY TRIP,3062.67,FT2605220000855,feTgaip+NYchqQ6wFgQABL95y2JK2k4ASlRxq6DOldN95OBqKn41hw==
969e288c-d941-50a4-ae8d-76cc60eb57ba,70e11917-9970-5970-b113-c21780909a5c,2026-05-22 22:31:02.707478,credit,CHEQUE CREDIT - REFUND RECEIVED - INSTRUMENT 00001474,22277.78,CH2605220001474,
9dc6f0d8-b940-57a6-9fc5-4c81a62c59c4,212239b5-63d9-4da6-aa8c-46485e0f8a42,2026-05-22 23:59:38.960457,credit,NEFT - SBIN0000636 - CHEQUE DEPOSITS,1017381.42,NE2605220000636,
9278d8f3-90a6-56a8-bf36-901392379da6,ef9e989b-5089-570c-9611-7bb8e23c69a6,2026-05-23 08:30:52.463021,credit,NEFT - UBIN0000194 - CUSTOMER COLLECTION,957648.24,NE2605230000194,
eda39cb7-f819-5314-88a6-13ae3567de5e,acfbe204-7541-492c-a352-040aa984bedc,2026-05-23 15:09:30.050937,debit,NEFT - HDFC0000904 - BAJAJ FINANCE COLLECTION,14700.24,NE2605230000904,1G8/ZPReT7C2vseQq+RgbS6FGXjzdCYQRoyp8Ydi6I3Ubz9k9F5PsA==
1d73c1ec-32d0-57b8-b2c9-ef2a186957f5,27d2dde9-0b51-5375-a39a-7d3324f48a92,2026-05-23 17:07:03.261936,debit,UPI-SELECTION MOBILE-RATN0002122-UP2605230002122,41769.98,UP2605230002122,eMVVTDgJvlAlTj5JSywXcklbwV+3e5sumvTvqWZIDkh4xVVMOAm+UA==
24015381-f231-5428-b545-e5f7db502122,1001985c-7a6d-546d-b25d-c2efd2615a62,2026-05-23 18:15:55.406120,debit,IMPS - UTIB0001573 - INDIGO AIRLINES,383941.52,IM2605230001573,LqvH/I4PRR0zM23kKgArKTjzyAHtPmtJWiaintureRouq8f8jg9FHQ==
9c87c6ac-f39e-51a1-ad84-1f13835452e6,7131ac54-91bf-587e-be4a-0f8efdacb632,2026-05-23 23:28:33.515252,debit,UPI-OFFICE RENT-AUBL0001332-UP2605230001332,4435353.68,UP2605230001332,THP9f8q9DFgZbyp2rcWplLur5d/Hc4J97dMNyIKsJ1hMc/1/yr0MWA==
f2b29271-979f-5a85-982d-11d722c46f60,bfbfe347-11d6-48d7-acff-4f091f59d34b,2026-05-24 00:18:11.261264,credit,UPI-SELECTRICITY TWO PRIVATE LIMITED-UBIN0002097-UP2605240002097,176792.66,UP2605240002097,SPudK3AabBA9oEsNMlcQih9qER7jgrcQpv8xIor8GedI+50rcBpsEA==
26f864db-9e90-5d30-a64c-4eec9a4b656e,4599b5b3-a025-5b0b-b7ae-9d385c9f0394,2026-05-24 00:47:22.477794,debit,UPI-OFFICE RENT-ICIC0000506-UP2605240000506,3423683.76,UP2605240000506,B+/QIow49an2EVSVVjGqMKMuJmOQ9wtndUhUwl1nMCEH79AijDj1qQ==
8e2b43d1-6ea0-5096-b2ec-427428d90e1f,ac1a0654-461b-4216-95d1-bbcb9ab6da4e,2026-05-24 04:08:22.962625,credit,FT - SBIN0000202 - CUSTOMER COLLECTION,670921.75,FT2605240000202,+wET/QmPtLsgywy+hKIv/9FIQQKDLrS6h9QW61H2n2z7ARP9CY+0uw==
26c824d9-4271-53f0-98f2-240814dd4992,34448e78-c3fe-4b5d-be8c-a45a6349b8d4,2026-05-24 07:05:56.274390,credit,FT - UTIB0002117 - CHEQUE DEPOSITS,921413.08,FT2605240002117,6/gzvkT+B/HJ7WCxYb/VA5PVkMOGFlyFG4i4fBh/6AXr+DO+RP4H8Q==
232e8b97-4738-5882-9f01-8b6237b40adf,27d2dde9-0b51-5375-a39a-7d3324f48a92,2026-05-24 10:46:22.209425,debit,RTGS - RATN0001134 - SWIGGY CORPORATE,200052.18,RT2605240001134,WyNvI+BTvs9sWU4mVTtNuInFBo8eDjICuO4I2GYdvqpbI28j4FO+zw==
fa3ab5ec-d4de-5033-87a7-3a76ef6243f3,4599b5b3-a025-5b0b-b7ae-9d385c9f0394,2026-05-24 11:49:33.262524,debit,IMPS - ICIC0000422 - MAKE MY TRIP - A/C 50000000174218,285699.50,IM2605240000422,rzuxDSERtRrLGZTe2ZpWpi9lwxuz4E65H7XJ96jmbNWvO7ENIRG1Gg==
073a1e78-9744-5a55-9e70-7a96a790226a,34bece0e-0264-5663-94b8-4e2c54c07448,2026-05-24 12:07:35.789350,debit,CHEQUE DEBIT - OFFICE RENT - INSTRUMENT 00001528,3606946.57,CH2605240001528,taK1Ahbf1TiRc+O+5JwzfOyMlEgEwkcT7O5OisCchja1orUCFt/VOA==
76b8bf23-2696-51bb-b1b5-73aa7477b51a,ac1a0654-461b-4216-95d1-bbcb9ab6da4e,2026-05-24 13:31:42.364303,credit,UPI-SETTLEMENT CREDIT-SBIN0000894-UP2605240000894,17775396.69,UP2605240000894,
1eaf5379-528e-5e85-8d0d-9f517c3126b3,cef50e75-3fed-5fdf-a79c-260ee521078e,2026-05-24 16:59:46.593560,credit,UPI-NEFT INWARD-TMBL0000335-NOREF,1429221.64,,
af98f9f1-9c03-59bd-bbb2-312adcaedb98,ef9e989b-5089-570c-9611-7bb8e23c69a6,2026-05-24 20:39:13.855708,credit,RTGS - UBIN0000655 - SELECTRICITY TWO PRIVATE LIMITED,129016.48,RT2605240000655,kae+8JdsyPOq+bwJYNKIzGxiHWiNR+pQtrvsHOYi6tGRp77wl2zI8w==
a260c837-362b-5879-9c53-f46fd234c792,11772f92-4d95-5afb-9152-c2e461ae0e4a,2026-05-25 00:49:57.834596,debit,CHEQUE DEBIT - MICROSOFT AZURE INDIA - INSTRUMENT 00000522,316155.70,CH2605250000522,
af09c21b-3147-5679-86be-0c5d94eefa86,5cecd2c2-f075-4bbd-a08b-b156ca48dc7e,2026-05-25 03:08:34.404195,credit,FT - HDFC0001353 - LOAN DISBURSEMENT,16567282.71,FT2605250001353,
bd8702e0-3754-59b1-8ec8-95b2866cdac9,1ae805be-5614-567c-a87f-410f5e8c930b,2026-05-25 03:40:24.044941,credit,NEFT - CNRB0001254 - BAJAJ FINANCE LTD DISBURSEMENT,13860963.34,NE2605250001254,
50904211-347d-5020-beac-f301f2edf48a,6f306737-dfa8-4bf7-8003-be64034b8dea,2026-05-25 03:46:04.177730,credit,NEFT - HDFC0001617 - SELECTRICITY TWO PRIVATE LIMITED,1436268.43,NE2605250001617,RK5UgZALU0OJ4brE8dt1Bb+6ZZgPuJlexpf0R3voniZErlSBkAtTQw==
2f0731f0-5372-57e3-9be3-00bfe8dacef5,c66af89a-b5ac-5b44-b510-04c6dd44efce,2026-05-25 05:43:15.463090,credit,FT - AUBL0000646 - IMPS INWARD,1262697.45,FT2605250000646,
9af25261-61d0-5890-a48d-b21f2f9f58eb,212239b5-63d9-4da6-aa8c-46485e0f8a42,2026-05-25 10:42:13.884009,credit,UPI-CUSTOMER COLLECTION-SBIN0002045-UP2605250002045,12964.87,UP2605250002045,4PNJkeloj60/t3j54OXL7AWGLBx2WvhqxY5zyzUD/jrg80mR6WiPrQ==
ae34e087-15e2-5c25-89b7-4127736f9439,1425b010-e889-5f57-b12e-bd482ee89eb6,2026-05-25 10:54:26.951718,credit,NEFT - KKBK0000828 - CHEQUE DEPOSITS,1052857.70,NE2605250000828,3QSjxSgWxZMiJcPbP6uyy8vLFuKQpfu6ExxHYYr6pp7dBKPFKBbFkw==
dfc94a31-0dc6-5ff3-b00a-155e9d1534cd,342b88ca-0ab5-583f-896b-9692cd7b9978,2026-05-25 11:45:29.794536,debit,UPI-JIO BUSINESS-SBIN0001832-UP2605250001832,89734.05,UP2605250001832,g8X9y9eg8KJ+EdtTDbXOp+ktqj1xA5cC9jzxlm39hyWDxf3L16Dwog==
9868712f-4102-59cb-9588-81f1b455672e,8b0ad8b7-30f1-53d4-9794-a73bfa3e0914,2026-05-25 13:30:16.160893,debit,CHEQUE DEBIT - TDS PAYMENT - INSTRUMENT 00001924,5911.84,CH2605250001924,1GKvx749rvlKpp1JDcaxw6Z0sePgyz1IYDUPZcxNNZPUYq/Hvj2u+Q==
ffa6157d-9d0b-5628-8ee5-f4266b881f76,212239b5-63d9-4da6-aa8c-46485e0f8a42,2026-05-25 19:01:09.632278,debit,FT - SBIN0000012 - JIO BUSINESS,11409.45,FT2605250000012,CcQar/mjIrgIfO2QBIciqoPMAp+7TDjg8cJoDKErnfkJxBqv+aMiuA==
e607f72d-9c26-5e19-9b0d-09bbf6121bb6,1425b010-e889-5f57-b12e-bd482ee89eb6,2026-05-25 19:23:16.706734,debit,UPI-UMANG SELECTION HAPUR-KKBK0001334-UP2605250001334,262772.21,UP2605250001334,AUnTgPzaOchq5aF7RCkuC0BtUhPKW+ceC0gBfCifXbYBSdOA/No5yA==
cbdd96b0-8a7a-5c3c-b8c2-905d6093f173,4599b5b3-a025-5b0b-b7ae-9d385c9f0394,2026-05-25 19:30:40.399738,debit,CHEQUE DEBIT - NAVYUG SELECTION - INSTRUMENT 00000791,37055.63,CH2605250000791,
e80fe72c-f13e-5a99-895a-1d12b363f3e3,34448e78-c3fe-4b5d-be8c-a45a6349b8d4,2026-05-25 20:29:24.958390,debit,NEFT - UTIB0001836 - UMANG SELECTION HAPUR,48379.99,NE2605250001836,hB3dD9VP8F9QSn9vDcxz8QlmtIMXCO1xdvyZa86iOByEHd0P1U/wXw==
40a65069-e94e-5614-bb22-67aa11426e91,e984c75d-aad6-4655-823a-4e9e06a869bc,2026-05-26 03:18:53.313861,credit,FT - ICIC0001983 - BAJAJ FINANCE LTD DISBURSEMENT,17944905.60,FT2605260001983,ufa94pIOiQCwx+0Y8E+hZf7IVTa/WixdEXOKIyS/ctW59r3ikg6JAA==
2ace5329-1974-599d-8f83-12c82574b8d6,4599b5b3-a025-5b0b-b7ae-9d385c9f0394,2026-05-26 04:42:49.453603,debit,FT - ICIC0000745 - SELECTION MOBILE,9924.81,FT2605260000745,GeAVKMH4wteu/tWXcn0F/+cZSMzqiD0z5vbftCZjlhgZ4BUowfjC1w==
59015464-9e32-5262-8487-483faf939f05,a6d29e4b-510b-5184-a7f8-097fb2579f10,2026-05-26 08:53:19.201431,debit,FT - CNRB0001368 - TDS PAYMENT,306988.79,FT2605260001368,xOuG0HcZVooEKvFSIQPpSsM/xhIAD+3w2f2D0bV+A/rE64bQdxlWig==
25793739-f1ed-51b0-94b1-fe0d1b76f8ba,e984c75d-aad6-4655-823a-4e9e06a869bc,2026-05-26 09:33:53.912443,debit,IMPS - ICIC0002032 - OFFICE RENT,1663292.73,IM2605260002032,Q0pGto0QNogpfNIfN3shnmBqJr2KOEj6Si4+oWHsSF1DSka2jRA2iA==
e2cd0fba-78bf-5ffc-b2f6-04d2005bac68,70e11917-9970-5970-b113-c21780909a5c,2026-05-26 13:23:14.684656,debit,NEFT - KKBK0001144 - ATM CASH WITHDRAWAL,421887.38,NE2605260001144,
5bd5490c-3eeb-5e4c-b825-4cc847f713e4,34bece0e-0264-5663-94b8-4e2c54c07448,2026-05-26 13:44:49.087465,debit,CHEQUE DEBIT - UMANG SELECTION HAPUR - INSTRUMENT 00002328,221406.57,CH2605260002328,7GllTuODGGiyYkdUyz9R+5xzU+PgCg+6n8eYzTnWDrXsaWVO44MYaA==
5fba4b0d-268a-52fa-b73e-8b8bd262619f,1425b010-e889-5f57-b12e-bd482ee89eb6,2026-05-26 15:25:02.289615,debit,RTGS - KKBK0001942 - SELECTION ELECTRONICS DAHISAR EAST,356183.11,RT2605260001942,
98779f44-ddc3-5322-b65e-1cb48c9c8a17,4599b5b3-a025-5b0b-b7ae-9d385c9f0394,2026-05-26 18:20:33.119994,debit,FT - ICIC0001016 - RELIANCE DIGITAL RETAIL LTD,58272.40,FT2605260001016,
359db932-8dc1-5f53-b914-f693600377f9,ac1a0654-461b-4216-95d1-bbcb9ab6da4e,2026-05-26 18:55:07.101302,debit,RTGS - SBIN0000975 - NEFT CHARGES,312.04,RT2605260000975,zM6fSbj9XY4yz8EZcSUObCg/cMQzMU2JD1XSgBEdILXMzp9JuP1djg==
3faffae4-fdfe-5d36-b798-603beff31c3d,1ae805be-5614-567c-a87f-410f5e8c930b,2026-05-26 20:53:41.700837,credit,RTGS - CNRB0002181 - NEFT INWARD,210172.97,RT2605260002181,yWEpVThn+ZXRjcn7Ix2GmNzF7Y1dhGX2shoy7NdEPvzJYSlVOGf5lQ==
ece5c993-0d7a-5451-a8cc-f24f7f71fc0b,1ae805be-5614-567c-a87f-410f5e8c930b,2026-05-26 21:46:20.869447,debit,UPI-INDIGO AIRLINES-CNRB0001261-UP2605260001261,123206.10,UP2605260001261,
517dd81e-ec49-5539-a3d8-b8661e412fdd,34448e78-c3fe-4b5d-be8c-a45a6349b8d4,2026-05-27 03:04:40.825644,debit,IMPS - UTIB0001686 - OFFICE RENT,700313.02,IM2605270001686,MaNLA8WWOXerEXo9lNffZKe/ySwVf2SIkmwlwlpHUpExo0sDxZY5dw==
8c067cf8-8284-5634-9311-9b5b547addcd,52955e57-3e68-5090-924b-05aafdf2ed3b,2026-05-27 07:23:45.169282,debit,IMPS - UTIB0001126 - INSURANCE PREMIUM,346465.22,IM2605270001126,ZIgMhHQvA87ZSvcXyhQaAvtY+LSo5KvNwDzC8E6fS9FkiAyEdC8Dzg==
8d35c78d-85d1-51eb-9d41-50987dcf9c6a,34448e78-c3fe-4b5d-be8c-a45a6349b8d4,2026-05-27 11:55:26.124581,debit,FT - UTIB0002318 - VENDOR SETTLEMENT,381579.62,FT2605270002318,stu1a/I6wxR9mI4kJjTKMT9e+DyWxR4EF7AczwNuSCOy27Vr8jrDFA==
4ecca3e3-4798-5012-91f9-a629350f35cd,1e4e22ec-4538-52e3-a30c-b5c672183039,2026-05-27 12:19:08.662337,credit,CHEQUE CREDIT - IMPS INWARD - INSTRUMENT 00000989,19835.96,CH2605270000989,oACkSUPirrW1RQd1CS7ogKmahbjgT/tiIqko1xvhkcmgAKRJQ+KutQ==
8ea5078a-b1b6-50be-a2ca-8828625a13f3,6f306737-dfa8-4bf7-8003-be64034b8dea,2026-05-27 14:14:39.125732,debit,CHEQUE DEBIT - DELHIVERY - INSTRUMENT 00002130,113508.21,CH2605270002130,WviXRHEQ6vE+OJt0UNw6nGW92I1Rg+R7DihOXWn0mQpa+JdEcRDq8Q==
aa0855cd-dc9d-5f7d-afe0-0c49daa08245,342b88ca-0ab5-583f-896b-9692cd7b9978,2026-05-27 15:26:47.255128,debit,RTGS - SBIN0001177 - AIRTEL BUSINESS,163619.56,RT2605270001177,yVUxYHnFumEWbh6zGbuMi0bkx5JCvvbVGRFr1cuw443JVTFgecW6YQ==
7bf12024-92d7-55e7-95ea-43ac27081b06,34448e78-c3fe-4b5d-be8c-a45a6349b8d4,2026-05-27 16:33:04.724704,debit,RTGS - UTIB0001972 - MICROSOFT AZURE INDIA,482654.26,RT2605270001972,
db1dd836-b2db-5c51-9a06-66f4fe662c49,1ae840af-6fb8-5e48-a849-370dc36e9b3a,2026-05-27 17:06:40.534915,debit,IMPS - HDFC0001578 - OFFICE RENT,2469415.79,,
fd1c2ebe-c4d8-5cbf-af09-4e39a2615ccd,6f306737-dfa8-4bf7-8003-be64034b8dea,2026-05-27 20:23:43.337202,credit,IMPS - HDFC0000797 - SELECTRICITY TWO PRIVATE LIMITED,590653.34,IM2605270000797,
15c33e18-8cee-51e7-a5a7-d18efc352ea6,ef9e989b-5089-570c-9611-7bb8e23c69a6,2026-05-27 23:32:52.553815,debit,IMPS - UBIN0001199 - MAKE MY TRIP,192468.38,IM2605270001199,
dc926962-e92b-5100-9435-a8c7ed844e62,5cecd2c2-f075-4bbd-a08b-b156ca48dc7e,2026-05-28 00:02:42.942082,debit,CHEQUE DEBIT - SELECTION ELECTRONICS DAHISAR EAST - INSTRUMENT 00001611,429187.53,CH2605280001611,PIMuIxjJoiMt7MgDL21HvWHvlTyNXJMTzm/InHWJf/M8gy4jGMmiIw==
9b4b8f5b-8aba-58df-a7b3-2bafec0c821b,6fce8c8a-c915-571c-b259-2cb24ae02c2a,2026-05-28 01:01:02.743032,credit,RTGS - TMBL0002138 - BAJAJ FINANCE LTD DISBURSEMENT,10601359.87,RT2605280002138,P/GCjAIfn3nz7cqy3+j9/k1ApfQvgHT/+ucXovTBpx4/8YKMAh+feQ==
79343725-e322-537d-90c2-caf11a54bbc4,4599b5b3-a025-5b0b-b7ae-9d385c9f0394,2026-05-28 02:07:03.715728,debit,IMPS - ICIC0000009 - BAJAJ FINANCE COLLECTION,250272.54,IM2605280000009,
65b1134f-c720-5f91-aad3-aab9fab2fc09,7131ac54-91bf-587e-be4a-0f8efdacb632,2026-05-28 11:05:25.869793,credit,NEFT - AUBL0000953 - SETTLEMENT CREDIT,19868203.35,NE2605280000953,
3c7a83a9-c50f-5ff9-86fa-aca2b13308e2,1ae840af-6fb8-5e48-a849-370dc36e9b3a,2026-05-28 12:01:56.322578,debit,UPI-VENDOR SETTLEMENT-HDFC0002159-UP2605280002159,129556.15,UP2605280002159,ppxCYp3dZDaoUG7XgNgO50TfHKdpQ6lDCywZeXTDK+6mnEJind1kNg==
a7c056a5-0940-5978-b910-bced31a5e927,2d52dda2-d98a-4381-af80-45bdb173860c,2026-05-28 15:29:54.337152,debit,NEFT - CNRB0001456 - NEFT CHARGES,1300.55,NE2605280001456,5dOjjBU964CKAsvY23IkQnNrHWODErcjsL7OBSXlzWvl06OMFT3rgA==
7e86802c-01cd-524e-9726-f4a0d49a1898,1001985c-7a6d-546d-b25d-c2efd2615a62,2026-05-28 16:50:22.451394,debit,CHEQUE DEBIT - ATM CASH WITHDRAWAL - INSTRUMENT 00001909,358067.88,CH2605280001909,rKcm4nFmgiu7l5yYe5h0RrJcvUV+JRyu0ZULCWKEtZmspybicWaCKw==
69aefd09-a513-5f4a-a830-13c37a792bd8,1425b010-e889-5f57-b12e-bd482ee89eb6,2026-05-28 18:16:23.305019,debit,RTGS - KKBK0001200 - BLUE DART,406260.64,RT2605280001200,
9151c88e-e158-59bd-b1ac-444e89902f29,1e4e22ec-4538-52e3-a30c-b5c672183039,2026-05-28 20:49:21.640908,debit,UPI-GOOGLE CLOUD INDIA-RATN0001682-UP2605280001682,92999.09,UP2605280001682,
d99a882f-c4ef-5054-8f54-2e032080160c,212239b5-63d9-4da6-aa8c-46485e0f8a42,2026-05-28 21:46:51.537874,credit,NEFT - SBIN0000305 - CHEQUE DEPOSITS,239951.44,NE2605280000305,Alm+96zBFUAvjqRdZT9zxk1h8rUf0NSR5uAI5IHH1rECWb73rMEVQA==
301f349c-f744-59cb-a998-c0f1a83fec45,5cecd2c2-f075-4bbd-a08b-b156ca48dc7e,2026-05-28 22:12:11.814227,debit,IMPS - HDFC0000515 - INSURANCE PREMIUM,140448.47,IM2605280000515,
13f5d4c3-6bcd-5c68-ad4a-c7dfa3ac953f,1ae805be-5614-567c-a87f-410f5e8c930b,2026-05-28 22:46:32.092369,credit,NEFT - CNRB0002054 - CHEQUE DEPOSITS,1093694.99,NE2605280002054,
789203cb-a40b-573e-9065-e3d3bd9cafc8,27d2dde9-0b51-5375-a39a-7d3324f48a92,2026-05-29 00:55:57.811971,debit,NEFT - RATN0001121 - GST PAYMENT,3061138.99,NE2605290001121,gmP1xARFTg4d8FtUWB1lIlr2vRla4njKWoxyrlJ4mWeCY/XEBEVODg==
63e63354-558a-5770-99f0-bcde9d110554,2d52dda2-d98a-4381-af80-45bdb173860c,2026-05-29 04:13:26.608847,debit,CHEQUE DEBIT - VENDOR SETTLEMENT - INSTRUMENT 00001907,306362.04,CH2605290001907,vOYp4UZdB9ickxyxsQGUPE+MhUr0i9kTCbldr5BVWMG85inhRl0H2A==
