reconciliation_id,company_id,transaction_id,reconciliation_type,status,reconciled_amount,unreconciled_amount,currency,matched_record_count,bank_statement_reference,matched_on,reason_code,owner,notes,last_reviewed_at
REC-000263,CMP-NL-001,TXN-000328,card_to_receipt,reconciled,36590.38,0.00,INR,1,BANK-20250903-000263,2025-09-08,,Kabir Shah,Synthetic reconciliation record.,2025-09-19T17:30:00+05:30
REC-000264,CMP-NL-001,TXN-000218,card_to_receipt,reconciled,505226.83,0.00,INR,1,BANK-20250904-000264,2025-09-14,,Asha Nair,Synthetic reconciliation record.,2025-09-16T17:30:00+05:30
REC-000265,CMP-NL-001,TXN-000277,bank_to_ledger,reconciled,115913.92,0.00,INR,1,BANK-20250904-000265,2025-09-14,,Rohit Menon,Synthetic reconciliation record.,2025-09-13T17:30:00+05:30
REC-000266,CMP-NL-001,TXN-000289,card_to_receipt,reconciled,142677.09,0.00,INR,1,BANK-20250904-000266,2025-09-11,,Kabir Shah,Synthetic reconciliation record.,2025-09-21T17:30:00+05:30
REC-000267,CMP-NL-001,TXN-000297,invoice_to_payout,reconciled,28230.80,0.00,INR,1,BANK-20250904-000267,2025-09-09,,Asha Nair,Synthetic reconciliation record.,2025-09-10T17:30:00+05:30
REC-000268,CMP-NL-001,TXN-000298,card_to_receipt,reconciled,120995.68,0.00,INR,1,BANK-20250904-000268,2025-09-17,,Asha Nair,Synthetic reconciliation record.,2025-09-12T17:30:00+05:30
REC-000269,CMP-NL-001,TXN-000316,card_to_receipt,reconciled,349043.05,0.00,INR,1,BANK-20250905-000269,2025-09-12,,Neha Rao,Synthetic reconciliation record.,2025-09-18T17:30:00+05:30
REC-000270,CMP-NL-001,TXN-000325,invoice_to_payout,reconciled,40191.72,0.00,INR,1,BANK-20250905-000270,2025-09-09,,Kabir Shah,Synthetic reconciliation record.,2025-09-18T17:30:00+05:30
REC-000271,CMP-NL-001,TXN-000311,card_to_receipt,reconciled,198821.41,0.00,INR,1,BANK-20250906-000271,2025-09-09,,Asha Nair,Synthetic reconciliation record.,2025-09-09T17:30:00+05:30
REC-000272,CMP-NL-001,TXN-000326,bank_to_ledger,reconciled,37604.57,0.00,INR,1,BANK-20250906-000272,2025-09-21,,Rohit Menon,Synthetic reconciliation record.,2025-09-11T17:30:00+05:30
REC-000273,CMP-NL-001,TXN-000276,card_to_receipt,reconciled,376435.08,0.00,INR,1,BANK-20250907-000273,2025-09-15,,Rohit Menon,Synthetic reconciliation record.,2025-09-11T17:30:00+05:30
REC-000274,CMP-NL-001,TXN-000284,invoice_to_payout,reconciled,19923.98,0.00,INR,1,BANK-20250907-000274,2025-09-17,,Neha Rao,Synthetic reconciliation record.,2025-09-08T17:30:00+05:30
REC-000275,CMP-NL-001,TXN-000291,card_to_receipt,reconciled,98907.43,0.00,INR,1,BANK-20250907-000275,2025-09-22,,Asha Nair,Synthetic reconciliation record.,2025-09-22T17:30:00+05:30
REC-000276,CMP-NL-001,TXN-000323,bank_to_ledger,reconciled,64646.78,0.00,INR,1,BANK-20250907-000276,2025-09-20,,Asha Nair,Synthetic reconciliation record.,2025-09-25T17:30:00+05:30
REC-000277,CMP-NL-001,TXN-000327,bank_to_ledger,disputed,0.00,97769.43,INR,0,,,vendor_dispute,Kabir Shah,Synthetic reconciliation record.,2025-09-24T17:30:00+05:30
REC-000278,CMP-NL-001,TXN-000285,card_to_receipt,reconciled,125852.06,0.00,INR,1,BANK-20250908-000278,2025-09-21,,Rohit Menon,Synthetic reconciliation record.,2025-09-15T17:30:00+05:30
REC-000279,CMP-NL-001,TXN-000272,bank_to_ledger,reconciled,402330.81,0.00,INR,1,BANK-20250910-000279,2025-09-13,,Asha Nair,Synthetic reconciliation record.,2025-09-29T17:30:00+05:30
REC-000280,CMP-NL-001,TXN-000286,card_to_receipt,reconciled,189623.88,0.00,INR,1,BANK-20250910-000280,2025-09-25,,Kabir Shah,Synthetic reconciliation record.,2025-09-28T17:30:00+05:30
REC-000281,CMP-NL-001,TXN-000303,card_to_receipt,reconciled,51384.92,0.00,INR,1,BANK-20250910-000281,2025-09-21,,Neha Rao,Synthetic reconciliation record.,2025-09-16T17:30:00+05:30
REC-000282,CMP-NL-001,TXN-000275,bank_to_ledger,unreconciled,0.00,409782.27,INR,0,,,timing_difference,Neha Rao,Synthetic reconciliation record.,2025-09-13T17:30:00+05:30
REC-000283,CMP-NL-001,TXN-000281,invoice_to_payout,unreconciled,0.00,50267.46,INR,0,,,missing_receipt,Rohit Menon,Synthetic reconciliation record.,2025-09-12T17:30:00+05:30
REC-000284,CMP-NL-001,TXN-000307,bank_to_ledger,reconciled,127722.53,0.00,INR,1,BANK-20250912-000284,2025-09-19,,Asha Nair,Synthetic reconciliation record.,2025-09-28T17:30:00+05:30
REC-000285,CMP-NL-001,TXN-000318,invoice_to_payout,reconciled,22947.50,0.00,INR,1,BANK-20250912-000285,2025-09-15,,Asha Nair,Synthetic reconciliation record.,2025-09-14T17:30:00+05:30
REC-000286,CMP-NL-001,TXN-000279,bank_to_ledger,reconciled,46768.72,0.00,INR,1,BANK-20250913-000286,2025-09-13,,Kabir Shah,Synthetic reconciliation record.,2025-09-21T17:30:00+05:30
REC-000287,CMP-NL-001,TXN-000320,invoice_to_payout,reconciled,12190.32,0.00,INR,1,BANK-20250913-000287,2025-09-19,,Rohit Menon,Synthetic reconciliation record.,2025-10-02T17:30:00+05:30
REC-000288,CMP-NL-001,TXN-000283,bank_to_ledger,reconciled,43054.70,0.00,INR,1,BANK-20250914-000288,2025-09-20,,Rohit Menon,Synthetic reconciliation record.,2025-09-19T17:30:00+05:30
REC-000289,CMP-NL-001,TXN-000308,bank_to_ledger,reconciled,169441.76,0.00,INR,1,BANK-20250914-000289,2025-09-21,,Rohit Menon,Synthetic reconciliation record.,2025-10-04T17:30:00+05:30
REC-000290,CMP-NL-001,TXN-000268,invoice_to_payout,reconciled,128285.44,0.00,INR,1,BANK-20250916-000290,2025-09-17,,Rohit Menon,Synthetic reconciliation record.,2025-09-27T17:30:00+05:30
REC-000291,CMP-NL-001,TXN-000329,invoice_to_payout,reconciled,41181.08,0.00,INR,1,BANK-20250916-000291,2025-09-29,,Kabir Shah,Synthetic reconciliation record.,2025-09-17T17:30:00+05:30
REC-000292,CMP-NL-001,TXN-000296,card_to_receipt,reconciled,72353.52,0.00,INR,1,BANK-20250917-000292,2025-09-24,,Rohit Menon,Synthetic reconciliation record.,2025-09-27T17:30:00+05:30
REC-000293,CMP-NL-001,TXN-000300,bank_to_ledger,unreconciled,0.00,405380.50,INR,0,,,missing_receipt,Kabir Shah,Synthetic reconciliation record.,2025-10-01T17:30:00+05:30
REC-000294,CMP-NL-001,TXN-000312,bank_to_ledger,reconciled,169411.23,0.00,INR,1,BANK-20250917-000294,2025-09-23,,Asha Nair,Synthetic reconciliation record.,2025-09-21T17:30:00+05:30
REC-000295,CMP-NL-001,TXN-000287,invoice_to_payout,reconciled,198753.96,0.00,INR,1,BANK-20250918-000295,2025-09-25,,Neha Rao,Synthetic reconciliation record.,2025-09-21T17:30:00+05:30
REC-000296,CMP-NL-001,TXN-000273,bank_to_ledger,reconciled,73970.08,0.00,INR,1,BANK-20250919-000296,2025-09-23,,Rohit Menon,Synthetic reconciliation record.,2025-09-27T17:30:00+05:30
REC-000297,CMP-NL-001,TXN-000278,card_to_receipt,reconciled,218620.28,0.00,INR,1,BANK-20250919-000297,2025-09-26,,Asha Nair,Synthetic reconciliation record.,2025-10-08T17:30:00+05:30
REC-000298,CMP-NL-001,TXN-000288,invoice_to_payout,reconciled,105141.75,0.00,INR,1,BANK-20250919-000298,2025-09-25,,Neha Rao,Synthetic reconciliation record.,2025-09-24T17:30:00+05:30
REC-000299,CMP-NL-001,TXN-000294,card_to_receipt,reconciled,505640.77,0.00,INR,1,BANK-20250919-000299,2025-09-24,,Rohit Menon,Synthetic reconciliation record.,2025-09-20T17:30:00+05:30
REC-000300,CMP-NL-001,TXN-000302,invoice_to_payout,reconciled,46319.35,0.00,INR,1,BANK-20250919-000300,2025-09-19,,Neha Rao,Synthetic reconciliation record.,2025-09-28T17:30:00+05:30
REC-000301,CMP-NL-001,TXN-000304,invoice_to_payout,reconciled,46155.80,0.00,INR,1,BANK-20250919-000301,2025-09-25,,Neha Rao,Synthetic reconciliation record.,2025-09-23T17:30:00+05:30
REC-000302,CMP-NL-001,TXN-000274,card_to_receipt,reconciled,139863.52,0.00,INR,1,BANK-20250920-000302,2025-09-27,,Rohit Menon,Synthetic reconciliation record.,2025-10-05T17:30:00+05:30
REC-000303,CMP-NL-001,TXN-000310,invoice_to_payout,reconciled,149189.67,0.00,INR,1,BANK-20250920-000303,2025-10-05,,Rohit Menon,Synthetic reconciliation record.,2025-09-28T17:30:00+05:30
REC-000304,CMP-NL-001,TXN-000322,card_to_receipt,reconciled,225343.96,0.00,INR,1,BANK-20250920-000304,2025-10-02,,Asha Nair,Synthetic reconciliation record.,2025-09-22T17:30:00+05:30
REC-000305,CMP-NL-001,TXN-000271,invoice_to_payout,reconciled,113351.11,0.00,INR,1,BANK-20250921-000305,2025-09-27,,Neha Rao,Synthetic reconciliation record.,2025-09-30T17:30:00+05:30
REC-000306,CMP-NL-001,TXN-000299,invoice_to_payout,reconciled,152870.45,0.00,INR,1,BANK-20250921-000306,2025-10-01,,Rohit Menon,Synthetic reconciliation record.,2025-10-04T17:30:00+05:30
REC-000307,CMP-NL-001,TXN-000270,invoice_to_payout,reconciled,175164.97,0.00,INR,1,BANK-20250922-000307,2025-09-25,,Rohit Menon,Synthetic reconciliation record.,2025-09-26T17:30:00+05:30
REC-000308,CMP-NL-001,TXN-000293,invoice_to_payout,partially_reconciled,120784.09,166077.13,INR,1,BANK-20250922-000308,,amount_mismatch,Kabir Shah,Synthetic reconciliation record.,2025-10-10T17:30:00+05:30
REC-000309,CMP-NL-001,TXN-000282,card_to_receipt,reconciled,41952.33,0.00,INR,1,BANK-20250923-000309,2025-09-25,,Neha Rao,Synthetic reconciliation record.,2025-09-27T17:30:00+05:30
REC-000310,CMP-NL-001,TXN-000317,card_to_receipt,reconciled,35546.60,0.00,INR,1,BANK-20250923-000310,2025-10-04,,Kabir Shah,Synthetic reconciliation record.,2025-10-02T17:30:00+05:30
REC-000311,CMP-NL-001,TXN-000324,card_to_receipt,unreconciled,0.00,73861.68,INR,0,,,missing_bank_match,Asha Nair,Synthetic reconciliation record.,2025-10-03T17:30:00+05:30
REC-000312,CMP-NL-001,TXN-000295,card_to_receipt,reconciled,122337.77,0.00,INR,1,BANK-20250925-000312,2025-10-03,,Neha Rao,Synthetic reconciliation record.,2025-10-13T17:30:00+05:30
REC-000313,CMP-NL-001,TXN-000292,bank_to_ledger,reconciled,462391.71,0.00,INR,1,BANK-20250926-000313,2025-10-05,,Asha Nair,Synthetic reconciliation record.,2025-09-30T17:30:00+05:30
REC-000314,CMP-NL-001,TXN-000305,bank_to_ledger,unreconciled,0.00,29397.27,INR,0,,,reference_mismatch,Rohit Menon,Synthetic reconciliation record.,2025-10-14T17:30:00+05:30
REC-000315,CMP-NL-001,TXN-000306,bank_to_ledger,unreconciled,0.00,177589.09,INR,0,,,timing_difference,Kabir Shah,Synthetic reconciliation record.,2025-09-30T17:30:00+05:30
REC-000316,CMP-NL-001,TXN-000313,invoice_to_payout,reconciled,35881.59,0.00,INR,1,BANK-20250926-000316,2025-10-02,,Asha Nair,Synthetic reconciliation record.,2025-10-08T17:30:00+05:30
REC-000317,CMP-NL-001,TXN-000319,invoice_to_payout,reconciled,15367.93,0.00,INR,1,BANK-20250926-000317,2025-10-04,,Kabir Shah,Synthetic reconciliation record.,2025-10-04T17:30:00+05:30
REC-000318,CMP-NL-001,TXN-000267,invoice_to_payout,reconciled,166189.68,0.00,INR,1,BANK-20250928-000318,2025-10-01,,Rohit Menon,Synthetic reconciliation record.,2025-10-10T17:30:00+05:30
REC-000319,CMP-NL-001,TXN-000309,bank_to_ledger,reconciled,401741.69,0.00,INR,1,BANK-20250929-000319,2025-10-10,,Kabir Shah,Synthetic reconciliation record.,2025-10-08T17:30:00+05:30
REC-000320,CMP-NL-001,TXN-000290,bank_to_ledger,reconciled,183787.91,0.00,INR,1,BANK-20250930-000320,2025-10-10,,Neha Rao,Synthetic reconciliation record.,2025-10-16T17:30:00+05:30
REC-000321,CMP-NL-001,TXN-000314,card_to_receipt,reconciled,32093.76,0.00,INR,1,BANK-20251002-000321,2025-10-13,,Kabir Shah,Synthetic reconciliation record.,2025-10-14T17:30:00+05:30
REC-000322,CMP-NL-001,TXN-000372,bank_to_ledger,reconciled,45184.31,0.00,INR,1,BANK-20251002-000322,2025-10-02,,Rohit Menon,Synthetic reconciliation record.,2025-10-11T17:30:00+05:30
REC-000323,CMP-NL-001,TXN-000301,bank_to_ledger,reconciled,109410.71,0.00,INR,1,BANK-20251003-000323,2025-10-04,,Asha Nair,Synthetic reconciliation record.,2025-10-23T17:30:00+05:30
REC-000324,CMP-NL-001,TXN-000315,bank_to_ledger,reconciled,51428.85,0.00,INR,1,BANK-20251003-000324,2025-10-13,,Kabir Shah,Synthetic reconciliation record.,2025-10-09T17:30:00+05:30
REC-000325,CMP-NL-001,TXN-000354,card_to_receipt,reconciled,122840.79,0.00,INR,1,BANK-20251003-000325,2025-10-09,,Rohit Menon,Synthetic reconciliation record.,2025-10-13T17:30:00+05:30
REC-000326,CMP-NL-001,TXN-000365,bank_to_ledger,reconciled,256356.54,0.00,INR,1,BANK-20251003-000326,2025-10-13,,Kabir Shah,Synthetic reconciliation record.,2025-10-14T17:30:00+05:30
REC-000327,CMP-NL-001,TXN-000357,card_to_receipt,reconciled,73203.89,0.00,INR,1,BANK-20251004-000327,2025-10-09,,Rohit Menon,Synthetic reconciliation record.,2025-10-17T17:30:00+05:30
REC-000328,CMP-NL-001,TXN-000345,card_to_receipt,reconciled,61749.36,0.00,INR,1,BANK-20251005-000328,2025-10-09,,Neha Rao,Synthetic reconciliation record.,2025-10-21T17:30:00+05:30
REC-000329,CMP-NL-001,TXN-000349,invoice_to_payout,reconciled,34621.75,0.00,INR,1,BANK-20251005-000329,2025-10-19,,Neha Rao,Synthetic reconciliation record.,2025-10-18T17:30:00+05:30
REC-000330,CMP-NL-001,TXN-000352,bank_to_ledger,reconciled,156556.98,0.00,INR,1,BANK-20251005-000330,2025-10-20,,Asha Nair,Synthetic reconciliation record.,2025-10-14T17:30:00+05:30
REC-000331,CMP-NL-001,TXN-000366,invoice_to_payout,partially_reconciled,106112.88,80157.41,INR,1,BANK-20251007-000331,,amount_mismatch,Asha Nair,Synthetic reconciliation record.,2025-10-27T17:30:00+05:30
REC-000332,CMP-NL-001,TXN-000367,invoice_to_payout,reconciled,594898.39,0.00,INR,1,BANK-20251007-000332,2025-10-17,,Asha Nair,Synthetic reconciliation record.,2025-10-08T17:30:00+05:30
REC-000333,CMP-NL-001,TXN-000377,card_to_receipt,reconciled,51592.16,0.00,INR,1,BANK-20251007-000333,2025-10-13,,Rohit Menon,Synthetic reconciliation record.,2025-10-19T17:30:00+05:30
REC-000334,CMP-NL-001,TXN-000341,card_to_receipt,reconciled,26173.39,0.00,INR,1,BANK-20251008-000334,2025-10-09,,Asha Nair,Synthetic reconciliation record.,2025-10-20T17:30:00+05:30
REC-000335,CMP-NL-001,TXN-000369,invoice_to_payout,reconciled,73748.11,0.00,INR,1,BANK-20251008-000335,2025-10-08,,Rohit Menon,Synthetic reconciliation record.,2025-10-24T17:30:00+05:30
REC-000336,CMP-NL-001,TXN-000382,card_to_receipt,reconciled,5813.36,0.00,INR,1,BANK-20251008-000336,2025-10-14,,Rohit Menon,Synthetic reconciliation record.,2025-10-26T17:30:00+05:30
REC-000337,CMP-NL-001,TXN-000373,invoice_to_payout,reconciled,280422.81,0.00,INR,1,BANK-20251009-000337,2025-10-23,,Rohit Menon,Synthetic reconciliation record.,2025-10-10T17:30:00+05:30
REC-000338,CMP-NL-001,TXN-000350,bank_to_ledger,reconciled,47326.05,0.00,INR,1,BANK-20251010-000338,2025-10-14,,Asha Nair,Synthetic reconciliation record.,2025-10-22T17:30:00+05:30
REC-000339,CMP-NL-001,TXN-000340,invoice_to_payout,unreconciled,0.00,45445.66,INR,0,,,reference_mismatch,Neha Rao,Synthetic reconciliation record.,2025-10-12T17:30:00+05:30
REC-000340,CMP-NL-001,TXN-000343,card_to_receipt,reconciled,25579.83,0.00,INR,1,BANK-20251011-000340,2025-10-19,,Kabir Shah,Synthetic reconciliation record.,2025-10-30T17:30:00+05:30
REC-000341,CMP-NL-001,TXN-000344,card_to_receipt,reconciled,21497.92,0.00,INR,1,BANK-20251011-000341,2025-10-23,,Rohit Menon,Synthetic reconciliation record.,2025-10-14T17:30:00+05:30
REC-000342,CMP-NL-001,TXN-000335,invoice_to_payout,reconciled,317887.55,0.00,INR,1,BANK-20251012-000342,2025-10-16,,Rohit Menon,Synthetic reconciliation record.,2025-10-20T17:30:00+05:30
REC-000343,CMP-NL-001,TXN-000353,invoice_to_payout,reconciled,50315.82,0.00,INR,1,BANK-20251012-000343,2025-10-19,,Neha Rao,Synthetic reconciliation record.,2025-10-19T17:30:00+05:30
REC-000344,CMP-NL-001,TXN-000378,invoice_to_payout,reconciled,31989.41,0.00,INR,1,BANK-20251012-000344,2025-10-17,,Neha Rao,Synthetic reconciliation record.,2025-10-17T17:30:00+05:30
REC-000345,CMP-NL-001,TXN-000333,invoice_to_payout,reconciled,485235.02,0.00,INR,1,BANK-20251014-000345,2025-10-21,,Asha Nair,Synthetic reconciliation record.,2025-10-26T17:30:00+05:30
REC-000346,CMP-NL-001,TXN-000359,invoice_to_payout,partially_reconciled,204148.17,45431.19,INR,1,BANK-20251014-000346,,amount_mismatch,Kabir Shah,Synthetic reconciliation record.,2025-10-18T17:30:00+05:30
REC-000347,CMP-NL-001,TXN-000362,invoice_to_payout,reconciled,46244.77,0.00,INR,1,BANK-20251014-000347,2025-10-18,,Kabir Shah,Synthetic reconciliation record.,2025-10-15T17:30:00+05:30
REC-000348,CMP-NL-001,TXN-000371,card_to_receipt,reconciled,62710.42,0.00,INR,1,BANK-20251014-000348,2025-10-20,,Asha Nair,Synthetic reconciliation record.,2025-10-29T17:30:00+05:30
REC-000349,CMP-NL-001,TXN-000331,bank_to_ledger,reconciled,173982.75,0.00,INR,1,BANK-20251015-000349,2025-10-23,,Asha Nair,Synthetic reconciliation record.,2025-10-19T17:30:00+05:30
REC-000350,CMP-NL-001,TXN-000346,card_to_receipt,reconciled,49905.18,0.00,INR,1,BANK-20251015-000350,2025-10-25,,Neha Rao,Synthetic reconciliation record.,2025-11-02T17:30:00+05:30
REC-000351,CMP-NL-001,TXN-000337,card_to_receipt,reconciled,201670.62,0.00,INR,1,BANK-20251018-000351,2025-10-18,,Neha Rao,Synthetic reconciliation record.,2025-10-26T17:30:00+05:30
REC-000352,CMP-NL-001,TXN-000363,invoice_to_payout,reconciled,53617.15,0.00,INR,1,BANK-20251018-000352,2025-10-18,,Rohit Menon,Synthetic reconciliation record.,2025-11-06T17:30:00+05:30
REC-000353,CMP-NL-001,TXN-000351,invoice_to_payout,unreconciled,0.00,28306.85,INR,0,,,timing_difference,Neha Rao,Synthetic reconciliation record.,2025-10-25T17:30:00+05:30
REC-000354,CMP-NL-001,TXN-000364,bank_to_ledger,reconciled,62135.52,0.00,INR,1,BANK-20251019-000354,2025-11-03,,Neha Rao,Synthetic reconciliation record.,2025-10-26T17:30:00+05:30
REC-000355,CMP-NL-001,TXN-000375,bank_to_ledger,reconciled,44210.21,0.00,INR,1,BANK-20251019-000355,2025-11-02,,Asha Nair,Synthetic reconciliation record.,2025-11-01T17:30:00+05:30
REC-000356,CMP-NL-001,TXN-000370,card_to_receipt,reconciled,40311.35,0.00,INR,1,BANK-20251020-000356,2025-10-30,,Asha Nair,Synthetic reconciliation record.,2025-11-06T17:30:00+05:30
REC-000357,CMP-NL-001,TXN-000381,invoice_to_payout,reconciled,14369.10,0.00,INR,1,BANK-20251020-000357,2025-10-20,,Neha Rao,Synthetic reconciliation record.,2025-10-26T17:30:00+05:30
REC-000358,CMP-NL-001,TXN-000374,bank_to_ledger,reconciled,42848.64,0.00,INR,1,BANK-20251021-000358,2025-11-03,,Neha Rao,Synthetic reconciliation record.,2025-11-01T17:30:00+05:30
REC-000359,CMP-NL-001,TXN-000347,bank_to_ledger,reconciled,90545.39,0.00,INR,1,BANK-20251024-000359,2025-10-30,,Neha Rao,Synthetic reconciliation record.,2025-10-31T17:30:00+05:30
REC-000360,CMP-NL-001,TXN-000380,card_to_receipt,reconciled,43104.97,0.00,INR,1,BANK-20251024-000360,2025-10-24,,Asha Nair,Synthetic reconciliation record.,2025-11-02T17:30:00+05:30
REC-000361,CMP-NL-001,TXN-000376,card_to_receipt,reconciled,60862.50,0.00,INR,1,BANK-20251025-000361,2025-10-28,,Rohit Menon,Synthetic reconciliation record.,2025-11-13T17:30:00+05:30
REC-000362,CMP-NL-001,TXN-000379,invoice_to_payout,reconciled,98952.66,0.00,INR,1,BANK-20251025-000362,2025-11-03,,Rohit Menon,Synthetic reconciliation record.,2025-11-09T17:30:00+05:30
REC-000363,CMP-NL-001,TXN-000339,bank_to_ledger,reconciled,112157.62,0.00,INR,1,BANK-20251026-000363,2025-11-09,,Asha Nair,Synthetic reconciliation record.,2025-11-06T17:30:00+05:30
REC-000364,CMP-NL-001,TXN-000356,invoice_to_payout,reconciled,70646.41,0.00,INR,1,BANK-20251026-000364,2025-11-02,,Neha Rao,Synthetic reconciliation record.,2025-11-03T17:30:00+05:30
REC-000365,CMP-NL-001,TXN-000332,invoice_to_payout,reconciled,303140.64,0.00,INR,1,BANK-20251028-000365,2025-10-31,,Asha Nair,Synthetic reconciliation record.,2025-10-29T17:30:00+05:30
REC-000366,CMP-NL-001,TXN-000360,card_to_receipt,reconciled,72113.89,0.00,INR,1,BANK-20251028-000366,2025-11-05,,Kabir Shah,Synthetic reconciliation record.,2025-10-29T17:30:00+05:30
REC-000367,CMP-NL-001,TXN-000342,invoice_to_payout,reconciled,56906.41,0.00,INR,1,BANK-20251029-000367,2025-11-11,,Kabir Shah,Synthetic reconciliation record.,2025-11-08T17:30:00+05:30
REC-000368,CMP-NL-001,TXN-000348,card_to_receipt,reconciled,222813.18,0.00,INR,1,BANK-20251029-000368,2025-10-29,,Rohit Menon,Synthetic reconciliation record.,2025-11-07T17:30:00+05:30
REC-000369,CMP-NL-001,TXN-000361,bank_to_ledger,reconciled,76363.18,0.00,INR,1,BANK-20251029-000369,2025-11-12,,Asha Nair,Synthetic reconciliation record.,2025-11-18T17:30:00+05:30
REC-000370,CMP-NL-001,TXN-000334,bank_to_ledger,reconciled,145820.23,0.00,INR,1,BANK-20251030-000370,2025-11-06,,Neha Rao,Synthetic reconciliation record.,2025-11-14T17:30:00+05:30
REC-000371,CMP-NL-001,TXN-000336,invoice_to_payout,unreconciled,0.00,249483.89,INR,0,,,timing_difference,Asha Nair,Synthetic reconciliation record.,2025-11-16T17:30:00+05:30
REC-000372,CMP-NL-001,TXN-000338,invoice_to_payout,reconciled,40801.75,0.00,INR,1,BANK-20251031-000372,2025-11-08,,Rohit Menon,Synthetic reconciliation record.,2025-11-01T17:30:00+05:30
REC-000373,CMP-NL-001,TXN-000368,card_to_receipt,reconciled,328091.11,0.00,INR,1,BANK-20251031-000373,2025-11-02,,Asha Nair,Synthetic reconciliation record.,2025-11-10T17:30:00+05:30
REC-000374,CMP-NL-001,TXN-000355,bank_to_ledger,reconciled,761191.39,0.00,INR,1,BANK-20251101-000374,2025-11-14,,Rohit Menon,Synthetic reconciliation record.,2025-11-09T17:30:00+05:30
REC-000375,CMP-NL-001,TXN-000358,invoice_to_payout,reconciled,689876.46,0.00,INR,1,BANK-20251101-000375,2025-11-08,,Rohit Menon,Synthetic reconciliation record.,2025-11-10T17:30:00+05:30
REC-000376,CMP-NL-001,TXN-000425,invoice_to_payout,reconciled,65197.48,0.00,INR,1,BANK-20251101-000376,2025-11-10,,Rohit Menon,Synthetic reconciliation record.,2025-11-11T17:30:00+05:30
REC-000377,CMP-NL-001,TXN-000411,card_to_receipt,reconciled,342120.71,0.00,INR,1,BANK-20251102-000377,2025-11-08,,Rohit Menon,Synthetic reconciliation record.,2025-11-16T17:30:00+05:30
REC-000378,CMP-NL-001,TXN-000415,invoice_to_payout,reconciled,110435.07,0.00,INR,1,BANK-20251102-000378,2025-11-06,,Neha Rao,Synthetic reconciliation record.,2025-11-12T17:30:00+05:30
REC-000379,CMP-NL-001,TXN-000430,bank_to_ledger,reconciled,24793.64,0.00,INR,1,BANK-20251102-000379,2025-11-15,,Rohit Menon,Synthetic reconciliation record.,2025-11-20T17:30:00+05:30
REC-000380,CMP-NL-001,TXN-000330,card_to_receipt,unreconciled,0.00,212782.28,INR,0,,,missing_bank_match,Asha Nair,Synthetic reconciliation record.,2025-11-14T17:30:00+05:30
REC-000381,CMP-NL-001,TXN-000429,card_to_receipt,reconciled,55775.46,0.00,INR,1,BANK-20251104-000381,2025-11-13,,Asha Nair,Synthetic reconciliation record.,2025-11-09T17:30:00+05:30
REC-000382,CMP-NL-001,TXN-000438,card_to_receipt,reconciled,121593.02,0.00,INR,1,BANK-20251104-000382,2025-11-19,,Neha Rao,Synthetic reconciliation record.,2025-11-17T17:30:00+05:30
REC-000383,CMP-NL-001,TXN-000410,invoice_to_payout,reconciled,1348310.60,0.00,INR,1,BANK-20251105-000383,2025-11-19,,Kabir Shah,Synthetic reconciliation record.,2025-11-21T17:30:00+05:30
REC-000384,CMP-NL-001,TXN-000383,invoice_to_payout,reconciled,682308.25,0.00,INR,1,BANK-20251106-000384,2025-11-07,,Rohit Menon,Synthetic reconciliation record.,2025-11-12T17:30:00+05:30
REC-000385,CMP-NL-001,TXN-000409,card_to_receipt,reconciled,118278.26,0.00,INR,1,BANK-20251106-000385,2025-11-12,,Kabir Shah,Synthetic reconciliation record.,2025-11-21T17:30:00+05:30
REC-000386,CMP-NL-001,TXN-000412,invoice_to_payout,reconciled,65598.18,0.00,INR,1,BANK-20251106-000386,2025-11-20,,Asha Nair,Synthetic reconciliation record.,2025-11-08T17:30:00+05:30
REC-000387,CMP-NL-001,TXN-000427,invoice_to_payout,reconciled,82775.76,0.00,INR,1,BANK-20251106-000387,2025-11-17,,Neha Rao,Synthetic reconciliation record.,2025-11-10T17:30:00+05:30
REC-000388,CMP-NL-001,TXN-000389,invoice_to_payout,reconciled,83894.16,0.00,INR,1,BANK-20251107-000388,2025-11-11,,Kabir Shah,Synthetic reconciliation record.,2025-11-18T17:30:00+05:30
REC-000389,CMP-NL-001,TXN-000416,invoice_to_payout,reconciled,327124.36,0.00,INR,1,BANK-20251107-000389,2025-11-17,,Rohit Menon,Synthetic reconciliation record.,2025-11-27T17:30:00+05:30
REC-000390,CMP-NL-001,TXN-000433,bank_to_ledger,reconciled,58158.53,0.00,INR,1,BANK-20251107-000390,2025-11-16,,Asha Nair,Synthetic reconciliation record.,2025-11-16T17:30:00+05:30
REC-000391,CMP-NL-001,TXN-000407,bank_to_ledger,reconciled,60295.79,0.00,INR,1,BANK-20251108-000391,2025-11-17,,Kabir Shah,Synthetic reconciliation record.,2025-11-09T17:30:00+05:30
REC-000392,CMP-NL-001,TXN-000384,card_to_receipt,reconciled,76681.31,0.00,INR,1,BANK-20251109-000392,2025-11-22,,Rohit Menon,Synthetic reconciliation record.,2025-11-15T17:30:00+05:30
REC-000393,CMP-NL-001,TXN-000387,bank_to_ledger,unreconciled,0.00,500007.67,INR,0,,,reference_mismatch,Neha Rao,Synthetic reconciliation record.,2025-11-22T17:30:00+05:30
