payout_id,company_id,vendor_id,invoice_transaction_id,scheduled_date,payout_date,payout_status,gross_amount,fee_amount,net_cash_outflow,currency,payment_method,bank_reference,invoice_reference,failure_reason,source_system,created_at
PAY-000242,CMP-NL-001,V0038,TXN-000255,2025-09-13,2025-09-07,completed,162218.21,233.56,162451.77,INR,Corporate Card,UTR-250907-000242,INV-V0038-2508-7062,,AP Automation,2025-08-15T10:00:00+05:30
PAY-000264,CMP-NL-001,V0007,TXN-000277,2025-09-16,2025-09-08,completed,115913.92,59.77,115973.69,INR,Corporate Card,UTR-250908-000264,INV-V0007-2509-9553,,AP Automation,2025-09-04T10:00:00+05:30
PAY-000230,CMP-NL-001,V0022,TXN-000242,2025-09-29,2025-09-09,completed,547315.06,683.63,547998.69,INR,UPI,UTR-250909-000230,INV-V0022-2508-6449,,AP Automation,2025-09-01T10:00:00+05:30
PAY-000263,CMP-NL-001,V0006,TXN-000276,2025-09-19,2025-09-09,completed,376435.08,265.37,376700.45,INR,RTGS,UTR-250909-000263,INV-V0006-2509-6821,,AP Automation,2025-09-07T10:00:00+05:30
PAY-000232,CMP-NL-001,V0024,TXN-000245,2025-09-03,2025-09-10,completed,52414.38,57.85,52472.23,INR,Corporate Card,UTR-250910-000232,INV-V0024-2508-3979,,AP Automation,2025-08-20T10:00:00+05:30
PAY-000234,CMP-NL-001,V0027,TXN-000247,2025-08-23,2025-09-10,completed,463770.27,177.57,463947.84,INR,Corporate Card,UTR-250910-000234,INV-V0027-2508-1111,,AP Automation,2025-08-17T10:00:00+05:30
PAY-000312,CMP-NL-001,V0054,TXN-000327,2025-09-07,2025-09-10,completed,97769.43,142.44,97911.87,INR,Corporate Card,UTR-250910-000312,INV-V0054-2509-6117,,AP Automation,2025-09-07T10:00:00+05:30
PAY-000227,CMP-NL-001,V0020,TXN-000239,2025-09-29,2025-09-12,completed,256579.52,312.19,256891.71,INR,Corporate Card,UTR-250912-000227,INV-V0020-2508-4381,,AP Automation,2025-08-30T10:00:00+05:30
PAY-000311,CMP-NL-001,V0052,TXN-000326,2025-09-12,2025-09-12,completed,37604.57,28.94,37633.51,INR,ACH,UTR-250912-000311,INV-V0052-2509-8669,,AP Automation,2025-09-06T10:00:00+05:30
PAY-000243,CMP-NL-001,V0040,TXN-000256,2025-10-04,2025-09-13,completed,62106.61,19.49,62126.10,INR,UPI,UTR-250913-000243,INV-V0040-2508-8790,,AP Automation,2025-08-21T10:00:00+05:30
PAY-000271,CMP-NL-001,V0014,TXN-000285,2025-10-05,2025-09-13,completed,125852.06,97.63,125949.69,INR,UPI,UTR-250913-000271,INV-V0014-2509-9158,,AP Automation,2025-09-08T10:00:00+05:30
PAY-000313,CMP-NL-001,V0055,TXN-000328,2025-09-15,2025-09-13,failed,36590.38,0.00,0.00,INR,NEFT,UTR-250913-000313,INV-V0055-2509-4940,Invalid bank details,AP Automation,2025-09-03T10:00:00+05:30
PAY-000220,CMP-NL-001,V0016,TXN-000231,2025-10-02,2025-09-14,completed,351603.65,168.97,351772.62,INR,UPI,UTR-250914-000220,INV-V0016-2508-6643,,AP Automation,2025-09-03T10:00:00+05:30
PAY-000252,CMP-NL-001,V0055,TXN-000265,2025-09-03,2025-09-14,completed,81765.46,93.54,81859.00,INR,UPI,UTR-250914-000252,INV-V0055-2508-3838,,AP Automation,2025-08-22T10:00:00+05:30
PAY-000302,CMP-NL-001,V0044,TXN-000316,2025-09-05,2025-09-16,completed,349043.05,177.80,349220.85,INR,UPI,UTR-250916-000302,INV-V0044-2509-3421,,AP Automation,2025-09-05T10:00:00+05:30
PAY-000231,CMP-NL-001,V0023,TXN-000243,2025-09-26,2025-09-17,completed,94782.67,43.28,94825.95,INR,UPI,UTR-250917-000231,INV-V0023-2508-8338,,AP Automation,2025-08-30T10:00:00+05:30
PAY-000237,CMP-NL-001,V0031,TXN-000250,2025-08-29,2025-09-17,completed,65835.44,26.99,65862.43,INR,RTGS,UTR-250917-000237,INV-V0031-2508-6585,,AP Automation,2025-08-25T10:00:00+05:30
PAY-000244,CMP-NL-001,V0042,TXN-000257,2025-09-07,2025-09-17,completed,39419.62,10.08,39429.70,INR,IMPS,UTR-250917-000244,INV-V0042-2508-4489,,AP Automation,2025-09-03T10:00:00+05:30
PAY-000306,CMP-NL-001,V0047,TXN-000321,2025-09-05,2025-09-18,completed,104739.11,90.24,104829.35,INR,Corporate Card,UTR-250918-000306,INV-V0047-2509-7445,,AP Automation,2025-09-01T10:00:00+05:30
PAY-000275,CMP-NL-001,V0018,TXN-000289,2025-10-17,2025-09-19,completed,142677.09,111.86,142788.95,INR,UPI,UTR-250919-000275,INV-V0018-2509-2718,,AP Automation,2025-09-04T10:00:00+05:30
PAY-000298,CMP-NL-001,V0041,TXN-000312,2025-10-01,2025-09-19,completed,169411.23,73.75,169484.98,INR,UPI,UTR-250919-000298,INV-V0041-2509-3876,,AP Automation,2025-09-17T10:00:00+05:30
PAY-000277,CMP-NL-001,V0020,TXN-000291,2025-10-07,2025-09-20,completed,98907.43,58.78,98966.21,INR,IMPS,UTR-250920-000277,INV-V0020-2509-3856,,AP Automation,2025-09-07T10:00:00+05:30
PAY-000262,CMP-NL-001,V0006,TXN-000275,2025-09-26,2025-09-21,completed,409782.27,251.27,410033.54,INR,UPI,UTR-250921-000262,INV-V0006-2509-4220,,AP Automation,2025-09-11T10:00:00+05:30
PAY-000288,CMP-NL-001,V0032,TXN-000302,2025-10-19,2025-09-21,completed,46319.35,52.73,46372.08,INR,RTGS,UTR-250921-000288,INV-V0032-2509-4204,,AP Automation,2025-09-19T10:00:00+05:30
PAY-000294,CMP-NL-001,V0036,TXN-000308,2025-09-14,2025-09-21,completed,169441.76,143.74,169585.50,INR,ACH,UTR-250921-000294,INV-V0036-2509-8498,,AP Automation,2025-09-14T10:00:00+05:30
PAY-000308,CMP-NL-001,V0050,TXN-000323,2025-10-19,2025-09-21,failed,64646.78,0.00,0.00,INR,RTGS,UTR-250921-000308,INV-V0050-2509-9813,Invalid bank details,AP Automation,2025-09-07T10:00:00+05:30
PAY-000293,CMP-NL-001,V0035,TXN-000307,2025-10-26,2025-09-22,completed,127722.53,96.53,127819.06,INR,RTGS,UTR-250922-000293,INV-V0035-2509-2188,,AP Automation,2025-09-12T10:00:00+05:30
PAY-000255,CMP-NL-001,V0001,TXN-000268,2025-09-16,2025-09-23,completed,128285.44,134.09,128419.53,INR,IMPS,UTR-250923-000255,INV-V0001-2509-7653,,AP Automation,2025-09-16T10:00:00+05:30
PAY-000289,CMP-NL-001,V0032,TXN-000303,2025-10-10,2025-09-23,completed,51384.92,52.18,51437.10,INR,NEFT,UTR-250923-000289,INV-V0032-2509-6303,,AP Automation,2025-09-10T10:00:00+05:30
PAY-000256,CMP-NL-001,V0003,TXN-000269,2025-10-14,2025-09-24,completed,403453.23,269.65,403722.88,INR,UPI,UTR-250924-000256,INV-V0003-2509-9048,,AP Automation,2025-09-02T10:00:00+05:30
PAY-000259,CMP-NL-001,V0004,TXN-000272,2025-09-17,2025-09-24,completed,402330.81,421.74,402752.55,INR,UPI,UTR-250924-000259,INV-V0004-2509-3485,,AP Automation,2025-09-10T10:00:00+05:30
PAY-000284,CMP-NL-001,V0025,TXN-000298,2025-10-02,2025-09-24,completed,120995.68,89.48,121085.16,INR,UPI,UTR-250924-000284,INV-V0025-2509-1383,,AP Automation,2025-09-04T10:00:00+05:30
PAY-000303,CMP-NL-001,V0045,TXN-000317,2025-10-05,2025-09-24,completed,35546.60,29.13,35575.73,INR,IMPS,UTR-250924-000303,INV-V0045-2509-9113,,AP Automation,2025-09-23T10:00:00+05:30
PAY-000265,CMP-NL-001,V0008,TXN-000278,2025-10-19,2025-09-25,failed,218620.28,0.00,0.00,INR,IMPS,UTR-250925-000265,INV-V0008-2509-7600,Daily payment limit exceeded,AP Automation,2025-09-19T10:00:00+05:30
PAY-000266,CMP-NL-001,V0009,TXN-000279,2025-09-28,2025-09-25,completed,46768.72,28.66,46797.38,INR,Corporate Card,UTR-250925-000266,INV-V0009-2509-6474,,AP Automation,2025-09-13T10:00:00+05:30
PAY-000283,CMP-NL-001,V0024,TXN-000297,2025-09-17,2025-09-25,completed,28230.80,16.85,28247.65,INR,Corporate Card,UTR-250925-000283,INV-V0024-2509-6021,,AP Automation,2025-09-04T10:00:00+05:30
PAY-000285,CMP-NL-001,V0026,TXN-000299,2025-11-04,2025-09-25,failed,152870.45,0.00,0.00,INR,Corporate Card,UTR-250925-000285,INV-V0026-2509-8232,Invalid bank details,AP Automation,2025-09-21T10:00:00+05:30
PAY-000268,CMP-NL-001,V0011,TXN-000281,2025-09-11,2025-09-26,completed,50267.46,27.91,50295.37,INR,IMPS,UTR-250926-000268,INV-V0011-2509-1650,,AP Automation,2025-09-11T10:00:00+05:30
PAY-000305,CMP-NL-001,V0046,TXN-000320,2025-10-11,2025-09-26,completed,12190.32,4.61,12194.93,INR,RTGS,UTR-250926-000305,INV-V0046-2509-3905,,AP Automation,2025-09-13T10:00:00+05:30
PAY-000207,CMP-NL-001,V0004,TXN-000218,2025-09-10,2025-09-27,completed,505226.83,203.91,505430.74,INR,ACH,UTR-250927-000207,INV-V0004-2508-1834,,AP Automation,2025-09-04T10:00:00+05:30
PAY-000296,CMP-NL-001,V0038,TXN-000310,2025-10-20,2025-09-27,completed,149189.67,42.84,149232.51,INR,IMPS,UTR-250927-000296,INV-V0038-2509-8851,,AP Automation,2025-09-20T10:00:00+05:30
PAY-000310,CMP-NL-001,V0052,TXN-000325,2025-09-12,2025-09-27,completed,40191.72,50.60,40242.32,INR,RTGS,UTR-250927-000310,INV-V0052-2509-1153,,AP Automation,2025-09-05T10:00:00+05:30
PAY-000258,CMP-NL-001,V0004,TXN-000271,2025-09-28,2025-09-28,completed,113351.11,139.40,113490.51,INR,NEFT,UTR-250928-000258,INV-V0004-2509-5424,,AP Automation,2025-09-21T10:00:00+05:30
PAY-000281,CMP-NL-001,V0023,TXN-000295,2025-10-25,2025-09-28,completed,122337.77,177.97,122515.74,INR,ACH,UTR-250928-000281,INV-V0023-2509-3375,,AP Automation,2025-09-25T10:00:00+05:30
PAY-000278,CMP-NL-001,V0021,TXN-000292,2025-09-26,2025-09-30,completed,462391.71,480.46,462872.17,INR,ACH,UTR-250930-000278,INV-V0021-2509-7147,,AP Automation,2025-09-26T10:00:00+05:30
PAY-000272,CMP-NL-001,V0015,TXN-000286,2025-09-10,2025-10-01,completed,189623.88,141.64,189765.52,INR,RTGS,UTR-251001-000272,INV-V0015-2509-5480,,AP Automation,2025-09-10T10:00:00+05:30
PAY-000295,CMP-NL-001,V0037,TXN-000309,2025-10-04,2025-10-01,completed,401741.69,411.68,402153.37,INR,Corporate Card,UTR-251001-000295,INV-V0037-2509-6294,,AP Automation,2025-09-29T10:00:00+05:30
PAY-000291,CMP-NL-001,V0034,TXN-000305,2025-10-10,2025-10-02,completed,29397.27,12.29,29409.56,INR,UPI,UTR-251002-000291,INV-V0034-2509-7136,,AP Automation,2025-09-26T10:00:00+05:30
PAY-000270,CMP-NL-001,V0012,TXN-000283,2025-09-21,2025-10-03,completed,43054.70,33.02,43087.72,INR,IMPS,UTR-251003-000270,INV-V0012-2509-6929,,AP Automation,2025-09-14T10:00:00+05:30
PAY-000273,CMP-NL-001,V0016,TXN-000287,2025-10-18,2025-10-03,reversed,198753.96,0.00,0.00,INR,IMPS,UTR-251003-000273,INV-V0016-2509-4192,,AP Automation,2025-09-18T10:00:00+05:30
PAY-000286,CMP-NL-001,V0026,TXN-000300,2025-10-30,2025-10-03,completed,405380.50,391.98,405772.48,INR,Corporate Card,UTR-251003-000286,INV-V0026-2509-9067,,AP Automation,2025-09-17T10:00:00+05:30
PAY-000254,CMP-NL-001,V0001,TXN-000267,2025-09-28,2025-10-04,completed,166189.68,139.17,166328.85,INR,ACH,UTR-251004-000254,INV-V0001-2509-9837,,AP Automation,2025-09-28T10:00:00+05:30
PAY-000279,CMP-NL-001,V0021,TXN-000293,2025-09-22,2025-10-04,completed,286861.22,132.27,286993.49,INR,RTGS,UTR-251004-000279,INV-V0021-2509-8406,,AP Automation,2025-09-22T10:00:00+05:30
PAY-000347,CMP-NL-001,V0035,TXN-000365,2025-11-14,2025-10-04,completed,256356.54,330.66,256687.20,INR,RTGS,UTR-251004-000347,INV-V0035-2510-8211,,AP Automation,2025-10-03T10:00:00+05:30
PAY-000260,CMP-NL-001,V0005,TXN-000273,2025-09-24,2025-10-05,completed,73970.08,52.48,74022.56,INR,IMPS,UTR-251005-000260,INV-V0005-2509-4491,,AP Automation,2025-09-19T10:00:00+05:30
PAY-000314,CMP-NL-001,V0056,TXN-000329,2025-10-30,2025-10-05,completed,41181.08,34.26,41215.34,INR,UPI,UTR-251005-000314,INV-V0056-2509-7714,,AP Automation,2025-09-16T10:00:00+05:30
PAY-000269,CMP-NL-001,V0012,TXN-000282,2025-09-30,2025-10-06,completed,41952.33,20.90,41973.23,INR,Corporate Card,UTR-251006-000269,INV-V0012-2509-1566,,AP Automation,2025-09-23T10:00:00+05:30
PAY-000299,CMP-NL-001,V0042,TXN-000313,2025-10-03,2025-10-07,completed,35881.59,20.38,35901.97,INR,IMPS,UTR-251007-000299,INV-V0042-2509-6381,,AP Automation,2025-09-26T10:00:00+05:30
PAY-000300,CMP-NL-001,V0042,TXN-000314,2025-10-07,2025-10-07,completed,32093.76,20.46,32114.22,INR,UPI,UTR-251007-000300,INV-V0042-2509-1125,,AP Automation,2025-10-02T10:00:00+05:30
PAY-000348,CMP-NL-001,V0036,TXN-000366,2025-10-07,2025-10-07,completed,186270.29,116.75,186387.04,INR,IMPS,UTR-251007-000348,INV-V0036-2510-4383,,AP Automation,2025-10-07T10:00:00+05:30
PAY-000257,CMP-NL-001,V0003,TXN-000270,2025-11-05,2025-10-08,completed,175164.97,155.10,175320.07,INR,IMPS,UTR-251008-000257,INV-V0003-2509-3556,,AP Automation,2025-09-22T10:00:00+05:30
PAY-000274,CMP-NL-001,V0017,TXN-000288,2025-09-19,2025-10-08,completed,105141.75,130.28,105272.03,INR,ACH,UTR-251008-000274,INV-V0017-2509-4102,,AP Automation,2025-09-19T10:00:00+05:30
PAY-000280,CMP-NL-001,V0022,TXN-000294,2025-10-18,2025-10-08,completed,505640.77,509.84,506150.61,INR,ACH,UTR-251008-000280,INV-V0022-2509-1146,,AP Automation,2025-09-19T10:00:00+05:30
PAY-000282,CMP-NL-001,V0024,TXN-000296,2025-10-02,2025-10-08,completed,72353.52,65.92,72419.44,INR,NEFT,UTR-251008-000282,INV-V0024-2509-4440,,AP Automation,2025-09-17T10:00:00+05:30
PAY-000328,CMP-NL-001,V0014,TXN-000345,2025-11-02,2025-10-08,completed,61749.36,83.91,61833.27,INR,RTGS,UTR-251008-000328,INV-V0014-2510-2651,,AP Automation,2025-10-05T10:00:00+05:30
PAY-000339,CMP-NL-001,V0024,TXN-000357,2025-10-19,2025-10-10,completed,73203.89,71.70,73275.59,INR,Corporate Card,UTR-251010-000339,INV-V0024-2510-7676,,AP Automation,2025-10-04T10:00:00+05:30
PAY-000261,CMP-NL-001,V0005,TXN-000274,2025-09-26,2025-10-11,reversed,139863.52,0.00,0.00,INR,IMPS,UTR-251011-000261,INV-V0005-2509-2619,,AP Automation,2025-09-20T10:00:00+05:30
PAY-000292,CMP-NL-001,V0035,TXN-000306,2025-11-09,2025-10-12,completed,177589.09,95.76,177684.85,INR,ACH,UTR-251012-000292,INV-V0035-2509-7464,,AP Automation,2025-09-26T10:00:00+05:30
PAY-000290,CMP-NL-001,V0034,TXN-000304,2025-10-04,2025-10-13,completed,46155.80,21.55,46177.35,INR,RTGS,UTR-251013-000290,INV-V0034-2509-4499,,AP Automation,2025-09-19T10:00:00+05:30
PAY-000301,CMP-NL-001,V0043,TXN-000315,2025-10-03,2025-10-14,completed,51428.85,16.67,51445.52,INR,UPI,UTR-251014-000301,INV-V0043-2509-1662,,AP Automation,2025-10-03T10:00:00+05:30
PAY-000307,CMP-NL-001,V0048,TXN-000322,2025-11-04,2025-10-14,completed,225343.96,281.58,225625.54,INR,RTGS,UTR-251014-000307,INV-V0048-2509-7760,,AP Automation,2025-09-20T10:00:00+05:30
PAY-000309,CMP-NL-001,V0051,TXN-000324,2025-09-27,2025-10-14,completed,73861.68,90.20,73951.88,INR,IMPS,UTR-251014-000309,INV-V0051-2509-5745,,AP Automation,2025-09-23T10:00:00+05:30
PAY-000355,CMP-NL-001,V0044,TXN-000373,2025-10-09,2025-10-14,completed,280422.81,362.43,280785.24,INR,NEFT,UTR-251014-000355,INV-V0044-2510-5097,,AP Automation,2025-10-09T10:00:00+05:30
PAY-000349,CMP-NL-001,V0037,TXN-000367,2025-10-12,2025-10-15,completed,594898.39,168.07,595066.46,INR,IMPS,UTR-251015-000349,INV-V0037-2510-6864,,AP Automation,2025-10-07T10:00:00+05:30
PAY-000318,CMP-NL-001,V0004,TXN-000333,2025-10-19,2025-10-17,completed,485235.02,126.90,485361.92,INR,IMPS,UTR-251017-000318,INV-V0004-2510-4294,,AP Automation,2025-10-14T10:00:00+05:30
PAY-000335,CMP-NL-001,V0018,TXN-000352,2025-11-17,2025-10-17,completed,156556.98,45.83,156602.81,INR,Corporate Card,UTR-251017-000335,INV-V0018-2510-3138,,AP Automation,2025-10-05T10:00:00+05:30
PAY-000276,CMP-NL-001,V0019,TXN-000290,2025-10-14,2025-10-18,completed,183787.91,99.39,183887.30,INR,Corporate Card,UTR-251018-000276,INV-V0019-2509-9686,,AP Automation,2025-09-30T10:00:00+05:30
PAY-000304,CMP-NL-001,V0046,TXN-000319,2025-10-25,2025-10-18,completed,15367.93,4.03,15371.96,INR,IMPS,UTR-251018-000304,INV-V0046-2509-8482,,AP Automation,2025-09-26T10:00:00+05:30
PAY-000325,CMP-NL-001,V0011,TXN-000340,2025-10-11,2025-10-19,completed,45445.66,47.93,45493.59,INR,IMPS,UTR-251019-000325,INV-V0011-2510-1689,,AP Automation,2025-10-11T10:00:00+05:30
PAY-000336,CMP-NL-001,V0019,TXN-000353,2025-10-27,2025-10-19,completed,50315.82,25.86,50341.68,INR,IMPS,UTR-251019-000336,INV-V0019-2510-3890,,AP Automation,2025-10-12T10:00:00+05:30
PAY-000316,CMP-NL-001,V0003,TXN-000331,2025-11-26,2025-10-20,completed,173982.75,83.28,174066.03,INR,RTGS,UTR-251020-000316,INV-V0003-2510-2928,,AP Automation,2025-10-15T10:00:00+05:30
PAY-000337,CMP-NL-001,V0020,TXN-000354,2025-11-02,2025-10-21,reversed,122840.79,0.00,0.00,INR,RTGS,UTR-251021-000337,INV-V0020-2510-4034,,AP Automation,2025-10-03T10:00:00+05:30
PAY-000346,CMP-NL-001,V0033,TXN-000364,2025-12-01,2025-10-21,completed,62135.52,66.32,62201.84,INR,RTGS,UTR-251021-000346,INV-V0033-2510-9460,,AP Automation,2025-10-19T10:00:00+05:30
PAY-000351,CMP-NL-001,V0039,TXN-000369,2025-11-06,2025-10-22,completed,73748.11,65.79,73813.90,INR,ACH,UTR-251022-000351,INV-V0039-2510-9092,,AP Automation,2025-10-08T10:00:00+05:30
PAY-000327,CMP-NL-001,V0013,TXN-000344,2025-10-26,2025-10-23,completed,21497.92,8.42,21506.34,INR,ACH,UTR-251023-000327,INV-V0013-2510-7960,,AP Automation,2025-10-11T10:00:00+05:30
PAY-000341,CMP-NL-001,V0028,TXN-000359,2025-10-18,2025-10-23,completed,249579.36,327.04,249906.40,INR,Corporate Card,UTR-251023-000341,INV-V0028-2510-5142,,AP Automation,2025-10-14T10:00:00+05:30
PAY-000354,CMP-NL-001,V0043,TXN-000372,2025-10-02,2025-10-23,completed,45184.31,60.67,45244.98,INR,Corporate Card,UTR-251023-000354,INV-V0043-2510-4032,,AP Automation,2025-10-02T10:00:00+05:30
PAY-000352,CMP-NL-001,V0039,TXN-000370,2025-11-17,2025-10-24,completed,40311.35,32.43,40343.78,INR,Corporate Card,UTR-251024-000352,INV-V0039-2510-7061,,AP Automation,2025-10-20T10:00:00+05:30
PAY-000287,CMP-NL-001,V0030,TXN-000301,2025-10-03,2025-10-26,completed,109410.71,112.50,109523.21,INR,UPI,UTR-251026-000287,INV-V0030-2509-8242,,AP Automation,2025-10-03T10:00:00+05:30
PAY-000322,CMP-NL-001,V0008,TXN-000337,2025-11-17,2025-10-26,completed,201670.62,215.63,201886.25,INR,Corporate Card,UTR-251026-000322,INV-V0008-2510-9033,,AP Automation,2025-10-18T10:00:00+05:30
PAY-000361,CMP-NL-001,V0054,TXN-000379,2025-10-25,2025-10-26,completed,98952.66,73.74,99026.40,INR,RTGS,UTR-251026-000361,INV-V0054-2510-8678,,AP Automation,2025-10-25T10:00:00+05:30
PAY-000332,CMP-NL-001,V0017,TXN-000349,2025-10-05,2025-10-27,completed,34621.75,10.14,34631.89,INR,Corporate Card,UTR-251027-000332,INV-V0017-2510-8933,,AP Automation,2025-10-05T10:00:00+05:30
PAY-000362,CMP-NL-001,V0055,TXN-000380,2025-11-05,2025-10-27,reversed,43104.97,0.00,0.00,INR,ACH,UTR-251027-000362,INV-V0055-2510-9968,,AP Automation,2025-10-24T10:00:00+05:30
PAY-000353,CMP-NL-001,V0041,TXN-000371,2025-10-27,2025-10-28,completed,62710.42,67.78,62778.20,INR,UPI,UTR-251028-000353,INV-V0041-2510-3319,,AP Automation,2025-10-14T10:00:00+05:30
PAY-000359,CMP-NL-001,V0050,TXN-000377,2025-11-20,2025-10-28,completed,51592.16,54.90,51647.06,INR,UPI,UTR-251028-000359,INV-V0050-2510-4697,,AP Automation,2025-10-07T10:00:00+05:30
PAY-000333,CMP-NL-001,V0017,TXN-000350,2025-10-10,2025-10-29,completed,47326.05,13.86,47339.91,INR,IMPS,UTR-251029-000333,INV-V0017-2510-1601,,AP Automation,2025-10-10T10:00:00+05:30
PAY-000344,CMP-NL-001,V0032,TXN-000362,2025-11-13,2025-10-29,completed,46244.77,52.01,46296.78,INR,IMPS,UTR-251029-000344,INV-V0032-2510-9953,,AP Automation,2025-10-14T10:00:00+05:30
PAY-000356,CMP-NL-001,V0045,TXN-000374,2025-11-03,2025-10-29,completed,42848.64,59.34,42907.98,INR,NEFT,UTR-251029-000356,INV-V0045-2510-9475,,AP Automation,2025-10-21T10:00:00+05:30
PAY-000331,CMP-NL-001,V0016,TXN-000348,2025-11-28,2025-10-30,completed,222813.18,177.57,222990.75,INR,Corporate Card,UTR-251030-000331,INV-V0016-2510-5307,,AP Automation,2025-10-29T10:00:00+05:30
PAY-000321,CMP-NL-001,V0007,TXN-000336,2025-11-13,2025-10-31,completed,249483.89,75.80,249559.69,INR,ACH,UTR-251031-000321,INV-V0007-2510-9585,,AP Automation,2025-10-31T10:00:00+05:30
PAY-000334,CMP-NL-001,V0017,TXN-000351,2025-10-19,2025-10-31,completed,28306.85,40.17,28347.02,INR,IMPS,UTR-251031-000334,INV-V0017-2510-8315,,AP Automation,2025-10-19T10:00:00+05:30
PAY-000323,CMP-NL-001,V0009,TXN-000338,2025-11-15,2025-11-02,completed,40801.75,27.22,40828.97,INR,UPI,UTR-251102-000323,INV-V0009-2510-6657,,AP Automation,2025-10-31T10:00:00+05:30
PAY-000357,CMP-NL-001,V0045,TXN-000375,2025-10-31,2025-11-03,completed,44210.21,26.66,44236.87,INR,ACH,UTR-251103-000357,INV-V0045-2510-4779,,AP Automation,2025-10-19T10:00:00+05:30
PAY-000329,CMP-NL-001,V0014,TXN-000346,2025-11-14,2025-11-04,completed,49905.18,24.17,49929.35,INR,IMPS,UTR-251104-000329,INV-V0014-2510-5875,,AP Automation,2025-10-15T10:00:00+05:30
PAY-000360,CMP-NL-001,V0051,TXN-000378,2025-10-16,2025-11-04,completed,31989.41,27.55,32016.96,INR,NEFT,UTR-251104-000360,INV-V0051-2510-8390,,AP Automation,2025-10-12T10:00:00+05:30
PAY-000320,CMP-NL-001,V0006,TXN-000335,2025-10-26,2025-11-05,completed,317887.55,326.57,318214.12,INR,Corporate Card,UTR-251105-000320,INV-V0006-2510-7446,,AP Automation,2025-10-12T10:00:00+05:30
PAY-000330,CMP-NL-001,V0015,TXN-000347,2025-10-24,2025-11-06,completed,90545.39,59.22,90604.61,INR,Corporate Card,UTR-251106-000330,INV-V0015-2510-4497,,AP Automation,2025-10-24T10:00:00+05:30
PAY-000342,CMP-NL-001,V0030,TXN-000360,2025-10-28,2025-11-06,completed,72113.89,56.77,72170.66,INR,UPI,UTR-251106-000342,INV-V0030-2510-3415,,AP Automation,2025-10-28T10:00:00+05:30
PAY-000326,CMP-NL-001,V0012,TXN-000342,2025-11-04,2025-11-07,completed,56906.41,15.17,56921.58,INR,IMPS,UTR-251107-000326,INV-V0012-2510-8879,,AP Automation,2025-10-29T10:00:00+05:30
PAY-000404,CMP-NL-001,V0040,TXN-000427,2025-12-19,2025-11-08,completed,82775.76,58.71,82834.47,INR,IMPS,UTR-251108-000404,INV-V0040-2511-6081,,AP Automation,2025-11-06T10:00:00+05:30
PAY-000338,CMP-NL-001,V0023,TXN-000356,2025-11-25,2025-11-09,completed,70646.41,34.70,70681.11,INR,UPI,UTR-251109-000338,INV-V0023-2510-6328,,AP Automation,2025-10-26T10:00:00+05:30
PAY-000350,CMP-NL-001,V0038,TXN-000368,2025-11-28,2025-11-10,completed,328091.11,405.43,328496.54,INR,IMPS,UTR-251110-000350,INV-V0038-2510-4736,,AP Automation,2025-10-31T10:00:00+05:30
PAY-000407,CMP-NL-001,V0042,TXN-000430,2025-11-09,2025-11-10,completed,24793.64,12.95,24806.59,INR,RTGS,UTR-251110-000407,INV-V0042-2511-8187,,AP Automation,2025-11-02T10:00:00+05:30
PAY-000345,CMP-NL-001,V0032,TXN-000363,2025-11-14,2025-11-11,completed,53617.15,66.29,53683.44,INR,NEFT,UTR-251111-000345,INV-V0032-2510-3062,,AP Automation,2025-10-18T10:00:00+05:30
PAY-000364,CMP-NL-001,V0001,TXN-000383,2025-11-06,2025-11-11,completed,682308.25,419.25,682727.50,INR,Corporate Card,UTR-251111-000364,INV-V0001-2511-9568,,AP Automation,2025-11-06T10:00:00+05:30
PAY-000380,CMP-NL-001,V0016,TXN-000402,2025-12-11,2025-11-11,completed,90418.82,49.75,90468.57,INR,RTGS,UTR-251111-000380,INV-V0016-2511-5396,,AP Automation,2025-11-11T10:00:00+05:30
PAY-000363,CMP-NL-001,V0056,TXN-000381,2025-12-01,2025-11-12,completed,14369.10,9.77,14378.87,INR,NEFT,UTR-251112-000363,INV-V0056-2510-2192,,AP Automation,2025-10-20T10:00:00+05:30
PAY-000388,CMP-NL-001,V0022,TXN-000411,2025-11-29,2025-11-12,completed,342120.71,216.62,342337.33,INR,RTGS,UTR-251112-000388,INV-V0022-2511-6956,,AP Automation,2025-11-02T10:00:00+05:30
PAY-000340,CMP-NL-001,V0027,TXN-000358,2025-11-08,2025-11-13,completed,689876.46,451.92,690328.38,INR,Corporate Card,UTR-251113-000340,INV-V0027-2510-2509,,AP Automation,2025-11-01T10:00:00+05:30
PAY-000386,CMP-NL-001,V0020,TXN-000409,2025-12-06,2025-11-13,completed,118278.26,31.53,118309.79,INR,IMPS,UTR-251113-000386,INV-V0020-2511-7424,,AP Automation,2025-11-06T10:00:00+05:30
PAY-000387,CMP-NL-001,V0021,TXN-000410,2025-11-05,2025-11-13,completed,1348310.60,1461.00,1349771.60,INR,RTGS,UTR-251113-000387,INV-V0021-2511-5616,,AP Automation,2025-11-05T10:00:00+05:30
PAY-000319,CMP-NL-001,V0005,TXN-000334,2025-11-04,2025-11-15,completed,145820.23,207.23,146027.46,INR,Corporate Card,UTR-251115-000319,INV-V0005-2510-4495,,AP Automation,2025-10-30T10:00:00+05:30
